15037	   0.093	  10095.96314821	   2109.08875232 tCounts.traj.microT_AAAAAA.15000.0.mtx
30074	   0.339	   4571.79548456	   2097.92236887 tCounts.traj.microT_AAAAAA.15000.1.mtx
45111	   0.465	   5306.53224058	   2113.14644884 tCounts.traj.microT_AAAAAA.15000.2.mtx
60148	   0.541	   5759.07669167	   2111.52462369 tCounts.traj.microT_AAAAAA.15000.3.mtx
105259	   0.423	   8566.12136158	   2049.92820758 tCounts.traj.microT_AAAAAA.15000.6.mtx
120296	   0.370	   8322.37105427	   2068.83311654 tCounts.traj.microT_AAAAAA.15000.7.mtx
135333	   0.411	   8294.90612319	   2066.99273109 tCounts.traj.microT_AAAAAA.15000.8.mtx
150370	   0.399	   7090.26180326	   2072.97406651 tCounts.traj.microT_AAAAAA.15000.9.mtx
165407	   0.390	   6237.79785044	   1278.83815934 tCounts.traj.microT_AAAAAA.15000.10.mtx
180444	   0.404	   6282.35048015	   1159.21407867 tCounts.traj.microT_AAAAAA.15000.11.mtx
195481	   0.406	   6462.36338842	   1219.60635879 tCounts.traj.microT_AAAAAA.15000.12.mtx
210518	   0.378	 206187.53865390	   5797.87233288 tCounts.traj.microT_AAAAAA.15000.13.mtx
225555	   0.366	   5869.76358570	   2280.74849664 tCounts.traj.microT_AAAAAA.15000.14.mtx
240592	   0.362	   6025.38462552	   2287.80234288 tCounts.traj.microT_AAAAAA.15000.15.mtx
255629	   0.375	   5926.74030250	   2290.74042326 tCounts.traj.microT_AAAAAA.15000.16.mtx
270666	   0.386	   5742.79908879	   2296.84854795 tCounts.traj.microT_AAAAAA.15000.17.mtx
285703	   0.399	   5621.98827829	   2296.32572427 tCounts.traj.microT_AAAAAA.15000.18.mtx
300740	   0.412	   5707.64500319	   2299.15819279 tCounts.traj.microT_AAAAAA.15000.19.mtx
315777	   0.411	   5739.10868065	   3058.55525826 tCounts.traj.microT_AAAAAA.15000.20.mtx
330814	   0.408	   5849.60343106	   3071.03060952 tCounts.traj.microT_AAAAAA.15000.21.mtx
345851	   0.399	   6028.09295879	   3077.19231048 tCounts.traj.microT_AAAAAA.15000.22.mtx
360888	   0.394	   5779.90823382	   3064.13707961 tCounts.traj.microT_AAAAAA.15000.23.mtx
375925	   0.394	   5703.02832851	   2936.30733601 tCounts.traj.microT_AAAAAA.15000.24.mtx
390962	   0.404	   5734.85792535	   2966.07039031 tCounts.traj.microT_AAAAAA.15000.25.mtx
421036	   0.399	   5552.27899438	   3175.04399786 tCounts.traj.microT_AAAAAA.15000.27.mtx
436073	   0.406	   5442.60879855	   3157.44644433 tCounts.traj.microT_AAAAAA.15000.28.mtx
451110	   0.410	   5474.52925308	   3140.68315060 tCounts.traj.microT_AAAAAA.15000.29.mtx
466147	   0.397	   5558.47429488	   4036.87718735 tCounts.traj.microT_AAAAAA.15000.30.mtx
481184	   0.385	 480441.78650998	   5494.29983365 tCounts.traj.microT_AAAAAA.15000.31.mtx
496221	   0.373	   7552.76436812	   5471.32712734 tCounts.traj.microT_AAAAAA.15000.32.mtx
511258	   0.362	   7394.67840113	   5504.85393884 tCounts.traj.microT_AAAAAA.15000.33.mtx
526295	   0.363	   7403.62483960	   5519.40686861 tCounts.traj.microT_AAAAAA.15000.34.mtx
541332	   0.372	   7408.14404705	   5527.74259931 tCounts.traj.microT_AAAAAA.15000.35.mtx
556369	   0.376	   7399.18092005	   5499.18521824 tCounts.traj.microT_AAAAAA.15000.36.mtx
571406	   0.383	   7417.01146216	   5550.38310296 tCounts.traj.microT_AAAAAA.15000.37.mtx
586443	   0.378	   7380.06275448	   5469.65832854 tCounts.traj.microT_AAAAAA.15000.38.mtx
601480	   0.369	   7372.95340405	   5600.98335842 tCounts.traj.microT_AAAAAA.15000.39.mtx
616517	   0.372	   7375.57146359	   5576.32601587 tCounts.traj.microT_AAAAAA.15000.40.mtx
631554	   0.377	   7384.61756121	   5596.47136278 tCounts.traj.microT_AAAAAA.15000.41.mtx
646591	   0.378	   7352.88245750	   5528.49601983 tCounts.traj.microT_AAAAAA.15000.42.mtx
661628	   0.379	   7272.25146138	   5396.71407138 tCounts.traj.microT_AAAAAA.15000.43.mtx
676665	   0.375	   7154.51890657	   5354.54260892 tCounts.traj.microT_AAAAAA.15000.44.mtx
691702	   0.380	   7150.57273447	   5316.47394721 tCounts.traj.microT_AAAAAA.15000.45.mtx
706739	   0.388	   7158.13803766	   5347.84962720 tCounts.traj.microT_AAAAAA.15000.46.mtx
721776	   0.389	   7163.77458576	   5401.41596688 tCounts.traj.microT_AAAAAA.15000.47.mtx
736813	   0.389	   7153.39546735	   5368.71408190 tCounts.traj.microT_AAAAAA.15000.48.mtx
751850	   0.393	   7155.11518843	   5404.14628727 tCounts.traj.microT_AAAAAA.15000.49.mtx
766887	   0.394	   7136.14472646	   5335.60255133 tCounts.traj.microT_AAAAAA.15000.50.mtx
781924	   0.398	   7133.78281544	   5322.66639836 tCounts.traj.microT_AAAAAA.15000.51.mtx
796961	   0.390	  24321.13967031	   5342.71226165 tCounts.traj.microT_AAAAAA.15000.52.mtx
811998	   0.389	   7804.46754797	   5013.87913728 tCounts.traj.microT_AAAAAA.15000.53.mtx
827035	   0.389	   7627.67972167	   4995.85481446 tCounts.traj.microT_AAAAAA.15000.54.mtx
842072	   0.392	   7621.36037031	   4966.95191202 tCounts.traj.microT_AAAAAA.15000.55.mtx
857109	   0.395	   7639.58886049	   4975.52648697 tCounts.traj.microT_AAAAAA.15000.56.mtx
872146	   0.400	   7663.39933019	   5003.02223573 tCounts.traj.microT_AAAAAA.15000.57.mtx
887183	   0.405	   7682.01758204	   5019.93025188 tCounts.traj.microT_AAAAAA.15000.58.mtx
902220	   0.404	   7646.33932629	   4971.18784492 tCounts.traj.microT_AAAAAA.15000.59.mtx
917257	   0.397	   7615.86975701	   5057.34661793 tCounts.traj.microT_AAAAAA.15000.60.mtx
932294	   0.394	   6861.39779694	   4802.31420636 tCounts.traj.microT_AAAAAA.15000.61.mtx
947331	   0.389	   6848.63819485	   4857.49355382 tCounts.traj.microT_AAAAAA.15000.62.mtx
962368	   0.391	   6823.40238334	   4817.25202169 tCounts.traj.microT_AAAAAA.15000.63.mtx
977405	   0.394	   6848.72522557	   4824.91917780 tCounts.traj.microT_AAAAAA.15000.64.mtx
992442	   0.392	   6800.86353836	   4804.50206607 tCounts.traj.microT_AAAAAA.15000.65.mtx
1007479	   0.390	   6778.84155344	   4800.04644377 tCounts.traj.microT_AAAAAA.15000.66.mtx
1022516	   0.389	   6751.43096104	   4777.35384478 tCounts.traj.microT_AAAAAA.15000.67.mtx
1037553	   0.384	   6703.13707993	   4807.85073620 tCounts.traj.microT_AAAAAA.15000.68.mtx
1052590	   0.382	   6714.94738820	   4827.02750294 tCounts.traj.microT_AAAAAA.15000.69.mtx
1067627	   0.379	   6721.10762563	   4841.92774872 tCounts.traj.microT_AAAAAA.15000.70.mtx
1082664	   0.375	   6537.67275426	   4767.28170484 tCounts.traj.microT_AAAAAA.15000.71.mtx
1097701	   0.371	   6448.00528846	   4722.17388826 tCounts.traj.microT_AAAAAA.15000.72.mtx
1112738	   0.372	   6451.79007364	   4720.96280825 tCounts.traj.microT_AAAAAA.15000.73.mtx
1127775	   0.372	   6424.91801969	   4712.34159137 tCounts.traj.microT_AAAAAA.15000.74.mtx
1142812	   0.370	   6413.59339350	   4703.84052352 tCounts.traj.microT_AAAAAA.15000.75.mtx
1157849	   0.369	   6373.00130857	   4697.50732555 tCounts.traj.microT_AAAAAA.15000.76.mtx
1172886	   0.367	   6261.30359814	   4568.45667773 tCounts.traj.microT_AAAAAA.15000.77.mtx
1187923	   0.368	   6297.31313088	   4581.95525850 tCounts.traj.microT_AAAAAA.15000.78.mtx
1202960	   0.366	   6256.96702988	   4567.45630261 tCounts.traj.microT_AAAAAA.15000.79.mtx
1217997	   0.363	   6217.51160988	   4564.26723429 tCounts.traj.microT_AAAAAA.15000.80.mtx
1233034	   0.365	   6151.03426115	   4537.94538310 tCounts.traj.microT_AAAAAA.15000.81.mtx
1248071	   0.361	   6190.24974417	   4581.98817317 tCounts.traj.microT_AAAAAA.15000.82.mtx
1263108	   0.357	   6183.08639884	   4589.78878917 tCounts.traj.microT_AAAAAA.15000.83.mtx
1278145	   0.352	   5900.97077790	   4109.81416700 tCounts.traj.microT_AAAAAA.15000.84.mtx
1293182	   0.354	   5916.90014949	   4108.83399250 tCounts.traj.microT_AAAAAA.15000.85.mtx
1308219	   0.354	   5862.14536715	   4003.81402741 tCounts.traj.microT_AAAAAA.15000.86.mtx
1323256	   0.356	   5861.83787428	   4004.22988988 tCounts.traj.microT_AAAAAA.15000.87.mtx
1338293	   0.360	   5902.88698789	   4005.95210822 tCounts.traj.microT_AAAAAA.15000.88.mtx
1353330	   0.359	   5926.88775370	   4020.45165437 tCounts.traj.microT_AAAAAA.15000.89.mtx
1368367	   0.361	   5938.73531936	   4012.39140628 tCounts.traj.microT_AAAAAA.15000.90.mtx
1383404	   0.362	   5889.51139164	   4005.77033448 tCounts.traj.microT_AAAAAA.15000.91.mtx
1398441	   0.358	   7223.96223536	   4874.73402110 tCounts.traj.microT_AAAAAA.15000.92.mtx
1413478	   0.360	   6598.55341268	   4651.22713635 tCounts.traj.microT_AAAAAA.15000.93.mtx
1428515	   0.357	   6441.27003267	   4474.18319085 tCounts.traj.microT_AAAAAA.15000.94.mtx
